[-28.844755, 18.788761] - label 0
[12.734291, -14.927161] - label 1
[16.364159, -15.83907] - label 1
[-1.749967, 3.322583] - label 1
[4.470225, 0.425705] - label 1
[-9.878845, 16.899324] - label 1
[-6.676693, 5.607851] - label 1
[0.413134, -4.166658] - label 1
[-11.400366, 11.436508] - label 1
[3.708248, -0.708704] - label 1
[-1.877419, 1.466288] - label 1
[13.729915, -8.724658] - label 1
[10.024195, 1.898477] - label 1
[10.09419, 2.094089] - label 1
[-2.331907, 1.16703] - label 1
[1.130306, 4.159319] - label 1
[-1.628427, -4.424408] - label 1
[1.955894, -3.20016] - label 1
[1.821554, 2.285507] - label 1
[16.72217, -11.035433] - label 1
[3.173406, -0.619966] - label 1
[-0.83586, 3.438867] - label 1
[-0.835408, 2.260521] - label 1
[-9.016222, -0.616252] - label 1
[-1.338107, 3.700838] - label 1
[-8.239923, 0.100639] - label 1
[-10.804504, 12.041414] - label 1
[-1.216705, -6.352933] - label 1
[-2.510692, -2.28926] - label 1
[0.237931, -7.730632] - label 1
[2.378948, 5.122516] - label 1
[11.411996, -7.980248] - label 1
[-1.272418, -1.766106] - label 1
[2.873524, 6.912135] - label 1
[-0.067651, 11.192915] - label 1
[6.87398, -18.58781] - label 1
[-6.354664, 13.056091] - label 1
[4.939172, -14.750764] - label 1
[-1.967568, -4.927983] - label 1
[-10.26162, 14.071182] - label 1
[-3.704526, 5.826258] - label 1
[-0.905962, -5.424751] - label 1
[0.103947, 11.756481] - label 1
[-1.425538, -0.448287] - label 1
[3.461774, -13.125719] - label 1
[-9.470121, -7.981606] - label 0
[19.08593, -5.732242] - label 1
[-17.510393, 12.374517] - label 1
[-8.121873, 6.575658] - label 1
[13.777471, -8.031706] - label 1
[12.168881, -7.87308] - label 1
[9.800827, -2.781298] - label 1
[-0.259865, -10.347532] - label 1
[3.117393, 5.046245] - label 1
[0.677539, -1.228987] - label 1
[3.971597, 10.201768] - label 1
[-5.256047, 6.325644] - label 1
[-1.614513, 10.769855] - label 1
[-0.713676, -6.727707] - label 1
[9.070449, -5.737321] - label 1
[-4.802409, 3.351911] - label 1
[-15.48104, 14.57652] - label 1
[-1.54736, -0.76002] - label 1
[-6.938635, 9.541322] - label 1
[-3.212013, 2.333321] - label 1
[4.167873, -10.834422] - label 1
[6.875115, -2.385997] - label 1
[8.93901, -3.592358] - label 1
[-12.432413, 9.184193] - label 1
[-1.52193, 5.065921] - label 1
[-2.09354, -1.815667] - label 1
[-2.189787, 8.954973] - label 1
[-10.071654, 5.427572] - label 1
[-10.282757, 3.017081] - label 1
[-7.179792, 8.014209] - label 1
[3.601449, 0.28156] - label 1
[23.475426, -9.829763] - label 1
[11.966027, 5.651614] - label 1
[-6.749266, 12.986302] - label 1
[-4.469058, 6.539861] - label 1
[-15.601869, 11.720855] - label 1
[-0.472962, -3.212374] - label 1
[8.109806, -13.791698] - label 1
[10.915641, -2.478208] - label 1
[7.280662, -6.82428] - label 1
[-2.321042, 1.826635] - label 1
[10.094345, -9.33644] - label 1
[5.087655, -12.981677] - label 1
[7.117771, -1.195887] - label 1
[-21.981413, 17.53813] - label 1
[-2.899672, 0.484608] - label 1
[-6.716224, 13.55099] - label 1
[2.062743, -0.994451] - label 1
[-9.754797, 9.386667] - label 1
[-0.339039, 9.549176] - label 1
[3.392211, 3.458537] - label 1
[-12.043942, 9.717519] - label 1
[-3.013063, 3.461959] - label 1
[-9.513264, 0.120684] - label 1
[-9.831915, 5.455931] - label 1
[6.101755, -10.513965] - label 1
[-13.668072, 1.17153] - label 1
[7.12882, 6.67481] - label 1
[16.297125, -7.441022] - label 1
[0.113452, -5.520986] - label 1
[-6.874592, 9.292077] - label 1
[-4.08828, 7.284568] - label 1
[7.375039, -3.474433] - label 1
[-1.33924, 4.505092] - label 1
[-3.805678, 3.352717] - label 1
[-0.944702, 2.149502] - label 1
[-5.931612, 1.789284] - label 1
[-0.722678, -8.416174] - label 1
[4.456666, -2.89506] - label 1
[-1.460949, 5.602658] - label 1
[-0.407737, -10.50441] - label 1
[1.700896, 3.180081] - label 1
[6.824223, -0.079294] - label 1
[-6.569238, -7.857759] - label 1
[2.889731, 6.34362] - label 1
[-14.602917, 10.958796] - label 1
[0.433733, 10.399668] - label 1
[-11.784789, 1.555242] - label 1
[-5.505399, 0.250828] - label 1
[7.37926, -5.089049] - label 1
[8.508133, -11.622832] - label 1
[1.208953, 8.763956] - label 1
[-4.178571, 14.081289] - label 1
[9.63117, -12.373837] - label 1
[5.177078, 6.807795] - label 1
[-3.166386, -3.68628] - label 1
[2.675024, 4.608805] - label 1
[-0.576712, 5.536838] - label 1
[6.141342, -5.357104] - label 1
[-6.24799, 1.881444] - label 1
[-9.769133, -4.356143] - label 1
[-10.449748, 8.97742] - label 1
[-4.24471, 2.157997] - label 1
[9.033288, -7.421303] - label 1
[-6.994568, 4.914655] - label 1
[-11.461546, 6.946284] - label 1
[5.500079, -4.764852] - label 1
[-29.886318, 22.002394] - label 0
[1.554976, 3.722466] - label 1
[0.385547, -4.515662] - label 1
[1.086364, 4.358476] - label 1
[-4.323412, 8.720387] - label 1
[-6.769707, 16.449932] - label 1
[-14.168663, 0.859209] - label 0
[-11.181969, -1.394443] - label 1
[-3.606972, -2.695879] - label 1
[-1.577437, -1.862174] - label 1
[3.032243, 4.438002] - label 1
[5.772406, 8.954547] - label 1
[5.119398, -5.904701] - label 1
[5.985765, 2.280585] - label 1
[-5.105443, 2.038864] - label 1
[-9.646088, 10.765037] - label 1
[-0.133334, 0.409157] - label 1
[1.560044, 0.71163] - label 1
[-7.595588, 4.484463] - label 1
[9.598149, -15.517119] - label 1
[-8.978855, 2.087852] - label 1
[-16.918476, 2.491846] - label 0
[6.0196, -2.812173] - label 1
[5.15583, 1.072797] - label 1
[-7.333839, -4.635852] - label 1
[-0.350818, -0.389056] - label 1
[-3.704879, 2.714102] - label 1
[1.057221, -3.540773] - label 1
[-4.727203, -2.109867] - label 1
[5.518496, -0.951186] - label 1
[5.197053, -0.866997] - label 1
[-10.287445, 4.020856] - label 1
[0.250812, -5.307784] - label 1
[3.881129, -2.525373] - label 1
[-10.590133, 4.747126] - label 1
[-6.802995, 9.350758] - label 1
[-5.828807, 3.350994] - label 1
[-11.660526, 6.452719] - label 1
[-5.067571, -5.035532] - label 1
[17.538305, -8.584262] - label 1
[0.595355, -0.445981] - label 1
[10.500647, -4.456075] - label 1
[-6.689832, 10.473257] - label 1
[-9.286734, 12.617113] - label 1
[5.222634, 6.960082] - label 1
[3.140825, -7.285594] - label 1
[-2.849059, 3.973496] - label 1
[5.739897, 3.620916] - label 1
[-1.076653, -0.822604] - label 1
[-6.853707, -3.360339] - label 1
[-7.593147, 2.680594] - label 1
[-2.899895, -0.147393] - label 1
[13.118061, -5.524583] - label 1
[-5.590338, -2.171958] - label 1
[7.844028, -7.131169] - label 1
[-6.859562, 8.974807] - label 1
[0.773092, -1.872314] - label 1
[3.126674, 2.814983] - label 1
[5.913736, 9.062639] - label 1
[-9.556771, 4.12687] - label 1
[-39.80094, -18.983658] - label 0
[-36.084705, 2.435911] - label 0
[-1.804331, -31.070818] - label 0
[-42.258293, -8.690985] - label 0
[10.103076, -7.768105] - label 1
[-1.201743, -27.561953] - label 0
[-5.194937, -11.053728] - label 1
[-6.035875, 1.660436] - label 1
[-38.589054, -0.740761] - label 0
[4.872814, -10.502564] - label 1
[6.39523, -12.369686] - label 1
[-34.12923, -1.048387] - label 0
[-10.935469, -23.296839] - label 0
[-32.848522, -10.614719] - label 0
[3.387326, -9.040269] - label 1
[4.725105, -16.801432] - label 1
[11.563387, -9.395962] - label 1
[-3.518097, -30.461973] - label 0
[2.378536, -6.35815] - label 1
[11.078295, -3.262658] - label 1
[-25.223015, -28.38229] - label 0
[-31.19686, -22.28744] - label 0
[9.628056, -3.012711] - label 1
[-28.763008, -24.942854] - label 0
[5.139698, -17.418821] - label 1
[-31.18511, 0.005875] - label 0
[-1.067461, -18.85014] - label 0
[-21.889477, -12.971053] - label 0
[-7.810068, 0.437407] - label 1
[-2.005753, -6.738411] - label 1
[-21.120716, -13.243431] - label 0
[11.41232, -10.520722] - label 1
[-24.477753, -17.448729] - label 0
[-7.996384, -8.15157] - label 0
[-15.543001, -9.106494] - label 0
[-27.740791, -28.834118] - label 0
[-38.914684, -27.607883] - label 0
[-17.532043, -26.19045] - label 0
[-6.942274, -2.512818] - label 1
[-27.865002, -3.88432] - label 0
[-8.130665, -0.411771] - label 1
[-36.875286, -23.603397] - label 0
[-15.156941, -7.960372] - label 0
[-3.773232, -28.664282] - label 0
[-22.040545, -15.63715] - label 0
[10.356532, -29.04027] - label 1
[-17.501831, -29.238945] - label 0
[-13.859447, -21.091112] - label 0
[0.978652, -3.654668] - label 1
[-1.920148, -12.761696] - label 1
[-39.65491, -25.94264] - label 0
[11.998123, -17.548067] - label 1
[-7.111805, -7.250053] - label 1
[7.041459, -2.996689] - label 1
[7.843791, -15.595492] - label 1
[-16.11034, -7.037492] - label 0
[-0.825755, -19.061632] - label 0
[-1.545839, -22.91017] - label 0
[-22.540743, -31.407286] - label 0
[2.724311, -5.973617] - label 1
[-18.592869, -24.650183] - label 0
[-37.964645, -23.199636] - label 0
[-8.087024, -5.645695] - label 1
[-24.561678, -23.585238] - label 0
[-15.82667, -6.184042] - label 0
[-11.593448, -20.323114] - label 0
[-4.202933, 1.349605] - label 1
[-20.407347, -22.956099] - label 0
[6.388516, -11.767251] - label 1
[-9.136097, -20.34234] - label 0
[1.577883, -3.458129] - label 1
[2.324824, -17.680517] - label 1
[-38.030106, -10.365841] - label 0
[11.539888, -8.396176] - label 1
[-15.039445, -26.050524] - label 0
[-11.299707, -24.156696] - label 0
[4.909742, -22.387844] - label 1
[11.925947, -3.802072] - label 1
[-20.362026, -21.239586] - label 0
[-20.573519, -9.484619] - label 0
[8.698157, -0.864666] - label 1
[-27.227165, -5.771737] - label 0
[-13.585849, 0.829417] - label 1
[7.93611, -10.01442] - label 1
[-39.864727, -23.275475] - label 0
[-26.624577, -4.763405] - label 0
[-28.306452, -22.45407] - label 0
[-23.145008, -0.496155] - label 0
[2.516175, -23.981522] - label 0
[-24.781565, -24.455778] - label 0
[10.364925, -23.90782] - label 1
[8.847545, -3.870434] - label 1
[-36.813183, -12.295984] - label 0
[-29.99504, -19.341488] - label 0
[-31.972336, -4.951399] - label 0
[6.819895, -21.676458] - label 1
[-39.52063, -6.178701] - label 0
[-2.939009, -12.952895] - label 1
[-12.363887, -19.59891] - label 0
[-36.482513, -30.08919] - label 0
[0.021897, -31.546144] - label 0
[-24.892345, -21.708502] - label 0
[-34.52704, -14.092608] - label 0
[-24.50293, -6.574984] - label 0
[-9.582583, -12.215873] - label 0
[8.42288, -9.384213] - label 1
[-3.461028, -12.154988] - label 1
[-38.552128, -22.183828] - label 0
[-41.69599, -5.473724] - label 0
[12.359004, -12.215873] - label 1
[-25.711464, -15.871075] - label 0
[-35.077595, -14.453642] - label 0
[-32.202293, -13.264794] - label 0
[-21.751839, -14.617069] - label 0
[-5.246971, -7.185965] - label 1
[-3.578524, -10.946913] - label 1
[-35.71543, 0.993912] - label 0
[-2.3146, -30.52713] - label 0
[-29.963148, -15.041124] - label 0
[-35.14809, 1.587802] - label 0
[-17.382656, -5.037919] - label 0
[-8.82725, -5.385067] - label 1
[-8.807108, -3.121662] - label 1
[-26.617863, 2.431639] - label 0
[4.669713, -20.676672] - label 1
[-33.84892, -28.730507] - label 0
[10.460601, 1.759774] - label 1
[-10.358058, -28.515808] - label 0
[-38.733406, -20.917006] - label 0
[-20.597017, -17.41989] - label 0
[-2.106464, -4.340419] - label 1
[-9.681616, -1.766182] - label 1
[-11.497772, -0.742897] - label 1
[-31.17504, -24.477142] - label 0
[-32.648777, -17.120808] - label 0
[-24.878918, -24.912947] - label 0
[3.410825, -5.071032] - label 1
[4.587466, -18.568148] - label 1
[-18.124561, 0.70658] - label 0
[-39.876476, -4.905469] - label 0
[-25.966597, -14.317988] - label 0
[-30.34753, -9.095813] - label 0
[-26.567507, -26.463898] - label 0
[5.472045, -15.968276] - label 1
[3.853954, -0.588015] - label 1
[-10.309381, -26.924269] - label 0
[-17.968458, -8.629032] - label 0
[2.480926, 1.871929] - label 1
[10.599918, -14.494232] - label 1
[-37.66083, -30.724737] - label 0
[-10.772652, -2.312006] - label 1
[-9.90318, -11.382717] - label 0
[-10.57123, -22.595064] - label 0
[0.874584, -18.949476] - label 1
[5.989029, -28.316065] - label 0
[10.737556, -30.479065] - label 1
[-19.50766, -20.465178] - label 0
[-22.779093, -32.43057] - label 0
[-25.061876, -25.095598] - label 0
[0.501953, -15.323115] - label 1
[-39.137928, -1.384854] - label 0
[-20.632267, -12.599338] - label 0
[-18.0121, -7.770241] - label 0
[-11.229209, -12.02147] - label 0
[-9.157918, -25.656378] - label 0
[-21.862621, -5.339137] - label 0
[7.320093, -12.749947] - label 1
[2.165365, -4.539094] - label 1
[9.653233, -5.544221] - label 1
[-31.658451, -10.450224] - label 0
[-14.233757, -2.983871] - label 0
[2.882092, -6.978744] - label 1
[-4.515137, -10.844371] - label 1
[-20.691015, -1.756569] - label 0
[11.553316, -13.849071] - label 1
[-28.585087, -11.498077] - label 0
[-5.057299, -10.0721] - label 1
[9.787515, -12.821512] - label 1
[-27.577974, -14.643773] - label 0
[-31.35464, -1.840953] - label 0
[-33.157368, -27.284233] - label 0
[-2.784585, -8.296838] - label 1
[-11.875439, -10.724738] - label 0
[12.305292, 2.497864] - label 1
[-9.599368, -14.512391] - label 0
[-13.614383, -30.900984] - label 0
[3.295007, -1.256676] - label 1
[-12.189322, -23.505127] - label 0
[-42.20626, 0.165029] - label 0
[2.462462, -29.006088] - label 0
[-35.30419, -2.592929] - label 0
[-21.51181, -5.818735] - label 0
[-38.911327, -21.070818] - label 0
[-41.610386, -29.871288] - label 0
[-22.15972, -32.28103] - label 0
[-29.843973, -12.388913] - label 0
[-1.445128, -20.085985] - label 0
[-18.332699, -28.483765] - label 0
[2.984481, -18.683508] - label 1
[-24.907454, 0.200278] - label 0
[-9.656438, -12.746742] - label 0
[5.498901, -12.033219] - label 1
[-29.4982, -21.243858] - label 0
[-29.625767, -10.56238] - label 0
[-6.452147, -9.476073] - label 1
[-0.676366, -15.013352] - label 1
[-14.368038, -26.356014] - label 0
[-19.406948, -16.015274] - label 0
[11.640599, -1.454283] - label 1
[-41.281395, -29.935377] - label 0
[-37.407375, -18.871502] - label 0
[-25.055162, 0.12978] - label 0
[3.278222, -12.427366] - label 1
[-15.319758, -18.685644] - label 0
[8.085498, -14.231468] - label 1
[-36.30627, -2.366482] - label 0
[-19.514374, -6.150929] - label 0
[12.265007, -24.491028] - label 1
[-40.839947, -16.212881] - label 0
[-35.98903, -20.059282] - label 0
[-23.786203, 0.538881] - label 0
[-41.37707, 0.479064] - label 0
[0.466704, -5.316706] - label 1
[0.194784, -6.224631] - label 1
[-8.723182, -30.958664] - label 0
[-39.594486, -13.108844] - label 0
[-4.1274, -27.763832] - label 0
[-26.747108, -6.899701] - label 0
[-24.345148, -20.330591] - label 0
[-14.462035, -0.598697] - label 0
[9.455168, -0.126576] - label 1
[4.872814, -12.542726] - label 1
[9.184927, -8.288293] - label 1
[-25.63425, 2.181692] - label 0
[-19.118244, 0.410703] - label 0
[-9.241844, -15.313501] - label 0
[-33.390682, -7.138966] - label 0
[-39.807655, -21.178701] - label 0
[-14.848094, -24.814676] - label 0
[-41.65067, -26.990494] - label 0
[-12.976547, -21.9702] - label 0
[4.177908, -13.391903] - label 1
[-23.286003, -32.457275] - label 0
[-36.09142, -22.497864] - label 0
[-12.328639, -32.47223] - label 0
[-0.387661, -29.826426] - label 0
[7.966323, -4.288079] - label 1
[-31.018936, -19.073381] - label 0
[-17.86607, -5.374386] - label 0
[5.574435, -0.470519] - label 1
[-12.872478, -9.952467] - label 0
[-28.757973, -11.048387] - label 0
[-7.108448, -7.516022] - label 1
[9.953688, -12.54059] - label 1
[-34.518646, -20.34341] - label 0
[4.713355, -5.260094] - label 1
[-1.750618, 0.465178] - label 1
[1.85316, -28.692053] - label 0
[-36.00078, -31.611301] - label 0
[9.341029, -17.088762] - label 1
[-31.344568, -10.18746] - label 0
[-31.62656, -20.875347] - label 0
[-0.662938, -9.785836] - label 1
[9.970473, -27.111195] - label 1
[-7.623753, -26.28231] - label 0
[-19.244133, -29.808268] - label 0
[-20.801798, -6.038774] - label 0
[-0.312128, -3.391903] - label 1
[-4.439604, -18.25518] - label 0
[-15.083087, -10.067827] - label 0
[-37.905895, -22.555544] - label 0
[-32.472534, -24.392757] - label 0
[-8.332087, -31.356014] - label 0
[11.346858, -20.819803] - label 1
[11.455962, -14.040269] - label 1
[-39.436707, -12.506409] - label 0
[-19.717476, -27.466887] - label 0
[-20.61716, -27.161398] - label 0
[-25.874279, -24.849924] - label 0
[-39.617985, -23.215658] - label 0
[-9.703436, -2.541658] - label 1
[-24.126942, -12.095172] - label 0
[8.243278, -6.741615] - label 1
[-41.091724, -4.879833] - label 0
[-7.538148, -29.67475] - label 0
[-36.80311, -14.128925] - label 0
[-9.525513, -17.255394] - label 0
[-41.367, -9.148152] - label 0
[11.33343, -17.7884] - label 1
[-38.337276, -20.496155] - label 0
[2.647099, -28.71662] - label 0
[7.197562, -11.988357] - label 1
[-3.429136, -25.957596] - label 0
[-8.704718, -31.003525] - label 0
[-27.262413, -12.865307] - label 0
[-8.64597, -10.350887] - label 0
[3.622318, -13.338496] - label 1
[-7.019486, -12.503204] - label 0
[10.249107, -21.11034] - label 1
[-39.685123, -9.454711] - label 0
[-31.213646, -4.748451] - label 0
[3.994949, -23.996475] - label 1
[5.945387, -15.407498] - label 1
[-11.5347, -5.69483] - label 0
[-41.351894, -6.847362] - label 0
[-17.092274, -22.34512] - label 0
[-19.012497, -9.765542] - label 0
[-37.55844, -0.178915] - label 0
[-41.121937, -24.961014] - label 0
[-1.13628, -13.627964] - label 1
[-24.578463, -32.37289] - label 0
[7.615513, -7.888806] - label 1
[-27.576296, -5.514313] - label 0
[-39.775764, -25.113758] - label 0
[-28.951002, -13.349178] - label 0
[-41.088367, -27.463682] - label 0
[-12.932905, -19.1097] - label 0
[-17.394405, -2.849284] - label 0
[-41.325035, -18.131275] - label 0
[-33.95131, -6.607028] - label 0
[-22.64481, -19.203695] - label 0
[-33.726387, -19.897991] - label 0
[-15.267724, -21.472443] - label 0
[-21.89787, -13.131275] - label 0
[-4.087115, -16.437193] - label 0
[-22.072435, -25.17037] - label 0
[12.268365, -27.069536] - label 1
[-22.510529, -16.608097] - label 0
[-30.87962, -3.569216] - label 0
[6.84843, -7.906964] - label 1
[-18.676794, -7.820444] - label 0
[-26.701788, -15.660649] - label 0
[-32.81999, -16.043047] - label 0
[-24.578463, -17.77665] - label 0
[-41.31832, -16.702093] - label 0
[-25.993454, -20.866802] - label 0
[-41.45764, -13.182546] - label 0
[4.052019, -5.593356] - label 1
[-8.019883, -13.275475] - label 0
[-5.428251, 1.699957] - label 1
[-16.27987, -0.00267] - label 0
[-4.570528, -9.667272] - label 1
[-1.789224, -0.809122] - label 1
[-12.105396, -18.692053] - label 0
[-21.530273, -4.655522] - label 0
[-31.814554, -22.777718] - label 0
[-38.407772, -19.041336] - label 0
[-24.340115, -17.206259] - label 0
[-38.656193, -16.494873] - label 0
[-15.074694, -29.769814] - label 0
[0.819193, -27.55234] - label 0
[-6.44879, -3.858684] - label 1
[-19.358273, -24.767677] - label 0
[4.622715, -5.774941] - label 1
[-24.326685, -29.77195] - label 0
[-39.163105, -24.551912] - label 0
[-14.304254, -17.928328] - label 0
[-10.604801, -15.066759] - label 0
[8.030107, -17.60361] - label 1
[-30.656378, -12.729652] - label 0
[7.575228, -13.585238] - label 1
[-9.330805, -25.52179] - label 0
[-7.778176, -16.68714] - label 0
[1.787698, -21.666845] - label 0
[-10.873363, -14.063768] - label 0
[-5.302362, 1.274834] - label 1
[-35.210197, -22.26928] - label 0
[-40.5076, -32.3793] - label 0
[-20.573519, -27.596132] - label 0
[-32.539673, -10.693762] - label 0
[-41.39889, -0.710852] - label 0
[-0.516907, -2.152852] - label 1
[-22.426603, -15.14153] - label 0
[-11.047929, -18.218863] - label 0
[1.349605, -26.61771] - label 0
[-29.060106, -13.717689] - label 0
[-24.11855, -7.824717] - label 0
[-18.179953, -5.841166] - label 0
[-16.582003, -30.588015] - label 0
[-13.943373, -0.015488] - label 0
[-17.565615, -10.004807] - label 0
[-30.594273, -23.450651] - label 0
[0.137715, 2.402799] - label 1
[-19.76783, -24.624546] - label 0
[-31.982407, -2.964644] - label 0
[-16.860638, -9.504913] - label 0
[-41.60703, -21.005661] - label 0
[-33.320187, 2.218009] - label 0
[12.436216, -14.227195] - label 1
[4.317225, -29.88197] - label 0
[-12.365566, -2.173147] - label 0
[-4.615848, -18.05971] - label 0
[-9.815897, -7.497864] - label 0
[-4.743416, -22.347256] - label 0
[5.237053, -10.727943] - label 1
[-18.560976, -9.632023] - label 0
[5.517365, -13.232749] - label 1
[-35.18166, -26.656162] - label 0
[-23.749275, -10.438475] - label 0
[7.766579, -20.201345] - label 1
[-18.122883, -9.82429] - label 0
[-41.679207, -25.272911] - label 0
[-12.476348, -0.716193] - label 1
[2.202292, -24.520935] - label 0
[0.703375, -10.425657] - label 1
[-28.19567, -24.720678] - label 0
[-28.803293, -13.750801] - label 0
[-1.032212, -3.562807] - label 1
[-40.386745, -5.383999] - label 0
[10.687201, -27.555544] - label 1
[-42.4295, -2.253258] - label 0
[-5.49707, -19.301966] - label 0
[-20.028002, -5.313501] - label 0
[-37.205956, 0.042192] - label 0
[-22.638096, -2.848216] - label 0
[2.684027, -5.122303] - label 1
[-31.190145, -9.7837] - label 0
[0.765481, -9.964217] - label 1
[-1.688513, -15.067827] - label 1
[-20.590303, -6.856975] - label 0
[-14.856487, -6.633732] - label 0
[-26.181448, -11.305811] - label 0
[6.188772, -15.98323] - label 1
[1.577883, 0.555971] - label 1
[-19.348202, -1.918928] - label 0
[-11.083178, -7.88667] - label 0
[10.165181, -5.460906] - label 1
[-14.592959, -14.216514] - label 0
[-40.260857, -10.474792] - label 0
[-18.71372, -3.882183] - label 0
[-27.453764, -12.040696] - label 0
[-10.833079, -16.805704] - label 0
[8.970077, -7.104785] - label 1
[-20.679266, -19.455778] - label 0
[-7.08327, -24.434416] - label 0
[0.261925, -25.686285] - label 0
[-24.131977, -13.404721] - label 0
[-36.140095, -32.1144] - label 0
[-23.390072, -23.664282] - label 0
[-23.307825, -16.323969] - label 0
[7.118671, -5.194937] - label 1
[-18.154776, -18.671759] - label 0
[-2.403562, -10.808054] - label 1
[-22.094255, -30.97255] - label 0
[-33.90095, -25.595491] - label 0
[-35.661716, -27.85783] - label 0
[-19.274345, -30.383999] - label 0
[-0.003281, -4.075518] - label 1
[-15.153584, -13.710211] - label 0
[-36.06792, -3.528626] - label 0
[-31.655094, -14.3511] - label 0
[10.307855, -3.30752] - label 1
[5.334407, -13.94734] - label 1
[-13.476745, -23.527557] - label 0
[-18.700293, -6.739479] - label 0
[-38.610874, -11.228904] - label 0
[-39.822765, -30.960798] - label 0
[-32.536316, -9.142811] - label 0
[-30.703375, 1.096454] - label 0
[4.345759, -17.57477] - label 1
[-12.318567, -20.213095] - label 0
[2.096545, -25.219503] - label 0
[-39.33935, -5.404294] - label 0
[-33.46118, -2.162465] - label 0
[-33.72135, -14.173788] - label 0
[5.641575, -15.872143] - label 1
[-28.551516, -30.506836] - label 0
[-36.311302, -18.431425] - label 0
[-36.66379, 0.874279] - label 0
[12.494964, -25.836893] - label 1
[3.946272, -30.313501] - label 0
[1.334498, -27.595064] - label 0
[3.342006, 2.382504] - label 1
[-40.14168, -32.44339] - label 0
[-30.463346, -10.517518] - label 0
[-4.3305, -8.434629] - label 1
[-19.546267, -6.522645] - label 0
[0.78898, -18.211386] - label 1
[-24.03966, -14.7837] - label 0
[-6.237297, -27.705084] - label 0
[-9.549013, -0.729011] - label 1
[-28.420591, -4.076586] - label 0
[-11.0815, -3.746529] - label 0
[-11.851939, -26.169088] - label 0
[-17.97853, -2.464751] - label 0
[-6.447111, -8.235954] - label 1
[-31.925337, -9.645909] - label 0
[-14.211936, -20.261162] - label 0
[-7.53647, -6.23104] - label 1
[9.208426, -0.616855] - label 1
[-17.567293, -6.573916] - label 0
[1.410031, -19.36819] - label 1
[-22.267143, -4.372463] - label 0
[-42.254936, -27.982803] - label 0
[-24.924238, -21.361355] - label 0
[-24.776527, -8.743324] - label 0
[6.883679, -8.265862] - label 1
[-15.029374, -19.646976] - label 0
[2.291253, -30.075304] - label 0
[0.015183, 1.959517] - label 1
[-4.129078, -30.14153] - label 0
[-27.423552, -8.827708] - label 0
[12.061907, -25.153278] - label 1
[-22.393032, -30.473724] - label 0
[-29.261528, -25.516449] - label 0
[-18.213524, 0.380795] - label 0
[-13.058794, -8.15157] - label 0
[-30.303888, -12.597201] - label 0
[-19.8249, -6.269494] - label 0
[-38.610874, -4.585025] - label 0
[11.301538, -13.129139] - label 1
[-21.924726, -29.730293] - label 0
[-12.550203, -9.328669] - label 0
[-14.861522, -7.984939] - label 0
[-12.051683, -20.649967] - label 0
[-20.785011, -26.973404] - label 0
[-38.28356, -25.987503] - label 0
[-26.468473, -29.621342] - label 0
[-5.879772, -7.407071] - label 1
[-6.760994, -10.883892] - label 0
[3.709601, -31.845224] - label 0
[-0.040208, -9.310511] - label 1
[11.86552, -26.488464] - label 1
[-32.74949, -1.752297] - label 0
[10.782876, -12.376095] - label 1
[-28.766365, -1.984085] - label 0
[-32.22747, -3.240226] - label 0
[-31.938765, -16.518372] - label 0
[-18.641544, -19.119312] - label 0
[2.496033, -18.406858] - label 1
[-27.8885, -16.784342] - label 0
[-30.73191, -12.29812] - label 0
[-31.265678, -11.495941] - label 0
[1.482208, -1.529054] - label 1
[-12.686163, -17.138966] - label 0
[2.729347, -0.552767] - label 1
[-40.740913, -9.248558] - label 0
[2.188864, -8.454924] - label 1
[-29.149069, -27.976395] - label 0
[-40.60831, -16.869793] - label 0
[4.901349, -30.511108] - label 0
[-17.109058, -3.043687] - label 0
[-2.522736, -30.000534] - label 0
[-25.47647, -16.370968] - label 0
[5.169912, -25.495087] - label 1
[-6.452147, -29.131062] - label 0
[-24.145405, -14.950331] - label 0
[-32.712563, -9.753792] - label 0
[-36.563084, -15.812326] - label 0
[-12.4176, -29.373531] - label 0
[4.547182, -0.230186] - label 1
[-15.289544, -19.94499] - label 0
[2.618564, -19.411985] - label 1
[-36.97264, -9.72602] - label 0
[-7.612003, -4.164174] - label 1
[-24.971235, 0.612583] - label 0
[-24.783241, -6.147725] - label 0
[-26.940138, -24.540161] - label 0
[-26.763893, -16.87193] - label 0
[-19.605015, -22.957167] - label 0
[-12.219535, -23.96977] - label 0
[5.898389, -17.28103] - label 1
[-39.91676, -1.774728] - label 0
[-21.021683, -21.48526] - label 0
[-30.310602, -5.740761] - label 0
[9.082537, -6.878338] - label 1
[-1.436735, 2.275689] - label 1
[-18.584475, -0.929823] - label 0
[-8.644292, -26.678595] - label 0
[3.125477, -24.701452] - label 0
[-20.18746, -6.758705] - label 0
[-3.336818, -12.158193] - label 1
[11.768166, -32.419888] - label 1
[9.540773, -12.151784] - label 1
[-17.278587, -17.475433] - label 0
[-22.797556, -11.349605] - label 0
[-9.562441, -17.71363] - label 0
[-41.759773, -28.88966] - label 0
[-9.441588, -24.042404] - label 0
[-36.358303, -31.044115] - label 0
[-21.303675, -25.739693] - label 0
[-40.67377, -1.679662] - label 0
[-28.042925, -5.818735] - label 0
[-11.331599, -31.788614] - label 0
[-29.61066, -3.043687] - label 0
[4.224906, -28.866161] - label 0
[-3.701056, -7.620701] - label 1
[-39.607914, -29.43228] - label 0
